,Commenter_Name,DateTime,Comment,length
1769,এস. আই. জনি,ID: 100013128480675,গণতন্ত্রের রুপকার প্রেসিডেন্ট জিয়াউর রহমানের স্মরণে আমার ক্ষুদ্রতম উপহার তাকে নিবেদিতো আমার লেখা কবিতাদলমত নির্বিশেষে সকলে পড়ুন স বিতা শিরোনামঃ শহীদ জিয়া রচনায়ঃ সৈয়দ ইসমাইল হোসেন জনিদেশ দরদী নেতা ছিলেনজিয়াউর রহমান গণতন্ত্রের মানসপুত্রগাই তার গুণগান বহুদলীয় গণতন্ত্রের জনক হলেন তিনি তার মহান নীতির কাছেসকল বাঙালি ঋণী স্বাধীনতার ঘোষণা দিয়েমুক্তিযুদ্ধ করেছেন সীমাহীন পরিশ্রম করেএই দেশ গড়েছেন বীর উত্তম শহীদ জিয়ানিজে খাল কেটেছেন দেশের উন্নয়নের জন্যআজীবন খেটেছেন শহীদ জিয়ার অবদানকখনো হবেনা ম্লান বিপথগামী কিছু সৈনিককেড়ে নিছে তার প্রাণ তার মতো আদর্শ নেতারজগতে তুলনা নাই বাংলার জনগণ তাকেহৃদয়ে দিছেন ঠাঁই গড়েছিলেন নতুন দলতার নাম বি এন পি তার সেই আদর্শ দলকেদেশবাসী ভোলেন নি ধানের শীষ প্রতীক নিয়েস্ব গৌরবে আছে টিকে আবালবৃদ্ধবনিতা মিলেমনে রাখছে স্মৃতিকে তাকে যদি কেউ ভালোবাসোদাও তার প্রতিদান খালেদাজিয়ার পাশে আসোভুলে সব অভিমান স্বাধীনতার ঘোষক জিয়ানাই যে তার তুলনা সবুজ দেশ গড়তে হলেতার আদর্শ ভুলনা এস আই জনি প্রতিক্ষণে বেঁচে আছে স্বপ্ন নিয়া প্রতিটি জনগণের মনেজাগ্রত শহীদ জিয়া রচনাকাল ২০ ১১ ২০১১ ইং০১৭১৮১৬৩৫৫১ ইমু সহ সব একসাথে,156
1770,শেষ বাক্য,ID: 100063484908364,হাজারো নাস্তিক মহিলা আপনাকে দেখে হেদায়েতের পথে আসবে যেগুলা পোশাক নিয়ে আন্দোলন করে তারা আপনাকে দেখে কিছু শিখতে পারবে আপনার পেশাকে আল্লাহতালা কবুল করে নিন আপনার নাক হায়াত দান করুন,30
1771,মিজানুর রহমান সিয়াম,ID: 100066597900908,রিপোর্টার বলতাছে মানুষের গন জোয়ার হয়েছে আর সামিম উসমানইন্নায় বলতাছে মাএ ১৫ হাজার লোক হইবো এখন কার কথা বিস্বাস করুম আমরা আম জনতা,23
1772,Md Mehedi Hasan,ID: 100066485689639,সরকার যদি জনগণের হয় তাহলে তো এত জনগণের খুব থাকার কথা না,12
1773,MD Juel Hamid,ID: 100008021165643,লিল্লাহি তাকবীর আল্লাহু আকবার এটা মুসলমানের স্লোগান মুনাফিকরা তো ভয় পাবেই,11
1774,MD Jahangir,ID: 100082003148807,,0
1775,MD Jahangir,ID: 100082003148807,,0
1776,Md Altap,ID: 100082740586681,,0
1777,Md Altap,ID: 100082740586681,,0
1778,মোঃ ইয়াছিন আরাফাত,ID: 100025794244065,আপুকে ধন্যবাদ হিজাব পারার কারণে,5
1779,Japani Monir,ID: 100057379791399,হিজাব পড়ে সংবাদ পাঠ করার জন্য আপনাকে অনেক ধন্যবাদ আপা দোয়া ও শুভকামনা রইলো আপনার জন্য,16
1780,Tumpa Aktar,ID: 100056050512022,মাশাল্লাহ,1
1781,Md Mamun,ID: 100084223176667,,0
1782,Md Raihan Bhuiyan,ID: 100014934315202,আপনাকে অনেক অনেক ধন্যবাদ হিজাব পরাজন আর আমি ছাই সবাই আপনার মতো হিজাব পরে সংবাদ বলোক সালাম তোমার আদর্শ কে,20
1783,Rubel Rana,ID: 100021755769091,তাঁরা চোর আওমিলীগ ইতিহাসে ত্রমন অনেক কিছু চোরি করেছে ত্রখন কিছু না পেয়ে মানুষের খাবার পর্যন্ত চোরি করে নিয়ে যায় আর কত দেখবো ত্রই সব খেলা সময় ত্রসে পরেছে সামনে বি ত্রন পি দেখাবে চোর ধরে ধরে বন্ধি করা হবে ত্রবং সারাজীবন অন্ধকারে পেলে রাখা হবে ইনশাআল্লাহ,47
1784,Abu Taher Mithun,ID: 100001346277365,যে ৪ জন মাইকিং করেছে তারা ছাড়া বাকি সবাই এসেছে,10
1785,Md Babu,ID: 100081188037957,,0
1786,Md Babu,ID: 100081188037957,,0
1787,Alam Alam,ID: 100072151851078,,0
1788,Md Sumon Khan,ID: 100034445753527,সুমন খান,2
1789,Thanve002,ID: 100083637730139,সবাই যদি আপনার মত সংবাদ উপস্থাপন করতো তাহলে সবাইকে এরকম ভালো লাগতো,12
1790,Showkot Hossain,ID: 100053719779772,আপনি বলছেন জনসমুদ্র অন্যরাও একই কথা বলছে আর ওই নির্লজ্জ হাসাও মাহমুদ বলছেন ফ্লপ সমাবেশ,15
1791,Abdu Sukur Abdu Sukur,ID: 100079561171136,,0
1792,MD Sha Paran Jiov,ID: 100051886851076,আলহামদুলিল্লাহ,1
1793,Ḿȡ Ẫzẫȡ Ḃĵȡ,ID: 100004337436516,,0
1794,Shahin Kader,ID: 100073731616564,আলহামদুলিল্লাহ,1
1795,Jamil Rahman,ID: 100004569439090,এগিয়ে যেতে হবে,3
1796,Md Azadul Islam Aziz,ID: 100084441321780,মাশ আল্লাহ্,2
1799,MD Salim Shuvo,ID: 100043258846959,যে চট্টগ্রাম থেকে স্বাধীনতার ঘোষণা দিয়েছিলেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান সেই চট্টগ্রাম থেকে বিভাগীয় গন মহাসমাবেশ এর মাধ্যমে এই সরকারের পতন হবে ইনশাআল্লাহ,23
1800,Fazlul Rabbi Shaan,ID: 100004730824992,হেডা সমুদ্র,2
1801,Md Shakate,ID: 100080928307078,বাংলাদেশ জিন্দা বাদ,3
1802,Parvez Alam,ID: 100013810296704,বাংলাভিশনের এই সংবাদ কর্মি আপুকে আমি সেলুট জানাই কারন পর্দা সহকারে উপাস্তাপনা করার জন্য,14
1803,Jami Ulla,ID: 100081530255608,সাবাস বিএনপি ভাই,3
1804,Jami Ulla,ID: 100081530255608,মা জিয়া মুওি চাই,4
1805,Md Sumon Hasan,ID: 100082672845534,,0
1806,Md AlAmin,ID: 100086062377724,বাংলাভিশন কে ধন্যবাদ জানাই নারী সংবাদ পাঠিকাকে হেজাব পোরে সংবাদ পাঠ করতে দেওয়ায়,13
1807,Md AlAmin,ID: 100086062377724,হিজাব পড়ে সংবাদ পাঠকরে মন জয় করেছে বাংলার সকল মুসলিম মোমেন মুসলিমের মন ভালো লাগলো শুভ কামনা রইলো সংবাদ পাঠিকার জন্য,21
1808,Mdsamad Samad,ID: 100085305996127,,0
1809,Fozlul Bari Foyez,ID: 100029065688292,আহ হিজাব নারীকে কতটা সুন্দর করে তুলে তার জলন্ত প্রমান হাজার সালাম রইলো ভোন তোমার জন্য,16
1810,Robiul Islam,ID: 100071291321809,,0
1811,Taslim Uddin,ID: 100005923414812,তারা চোখে দেখেনা,3
1812,Md Saiful Islam,ID: 100067212387000,চালিয়ে যাও,2
1813,Ayub Gaji,ID: 100061324833509,,0
1814,Md Azad Hossen Rana,ID: 100067754389157,খালেদা জিয়া এগিয়ে যাও,4
1815,Mazharul Islam,ID: 100021346087005,,0
1816,Mazharul Islam,ID: 100021346087005,সফল হউক,2
1817,MD Rafiul Islam Jibu,ID: 100030263862488,খেলা হবে,2
1818,Rofikul Islam Rofikul Islam,ID: 100065399260707,সংবাদ পাঠ করতে আছেন তাকে আমার হাজারো সালাম আপাহিজাব পরে সংবাদ পাঠ করতে আমি আপনাকে হাজারো সালাম জানাই,18
1819,Md Shimul Jihadi,ID: 100032502380628,আওয়ামী লীগ সরকারের দিন শেষ এখন আর সংসদের পেঁয়াজের তেল নিয়ে দ্বন্দ্ব হবে না,14
1820,M. Masud Rana,ID: 100070264675466,আল্লা বিছার দিব তোমাকে করুন এদেশের জালিম সরকারের বিছার করেন,10
1821,Sohel Rana Rana,ID: 100069392865557,আলহামদুলিল্লাহ,1
1822,Md Nuralom Akash,ID: 100011003108041,ইনশাআল্লাহ এ ই ভাবে বিজয় অর্জন করতে হবে আপনাদের,9
1823,Badsha Miah,ID: 100005187430050,,0
1824,Lakhi Akter Lakhi Akter,ID: 100081042316232,,0
1825,Sojibul Islam,ID: 100038414322601,,0
1826,Mohammad Sumon,ID: 100013728033952,,0
1827,CM Saiful Alom,ID: 100079214589000,চোরদের নিউজ বিবিসি কখনো করে না,6
1828,ব র্ণ,ID: 100023968881979,,0
1829,Showkat Khan,ID: 100073362206297,লাল সবুজের পতাকাই জিয়ার তোমায় দেহা জাই,7
1830,Md Abid,ID: 100076927456288,,0
1831,সাইফুল ইসলাম,ID: 100007082941412,,0
1832,RN Nishad,ID: 100024605739804,হটবে সন্ত্রাস বাচবে দেশ গনতন্ত্র মুক্ত হবে ইনশাআল্লাহ জাতীয়তাবাদী দল বিএনপি জিন্দাবাদ,12
1833,মোশারফ হোসেন ফকির,ID: 100009167248053,নারী নেত্রীত্র হাটাও এদেশ থেকে,5
1834,Md Anwar,ID: 100012707628404,,0
1837,H M Rahat Hosen,ID: 100044162910454,আমি বুজলাম না আওয়ামী লীগের ভিডিওতে হাজার হাজার হা হা আর বিএনপি ভিডিওতে হাজার হাজার লাব এটা বুজলাম না,19
