,Commenter_Name,DateTime,Comment,length
1554,Abdul Halim Miah,ID: 100005677788576,বিএনপির হুংকার গাছে কাঁঠাল গোঁফে তেলের মতো,7
1555,Ripon Mia,ID: 100014593029218,বিএনপি অপশক্তি এখন ঘাপটি মেরে বসে আছে আবার বিশৃংখলা করার জন্য,11
1556,Naila Jerin,ID: 100053189311208,শেখ হাসিনা সরকার বার বার দরকার জয় বাংলা,8
1557,Md Rasel Mahmud,ID: 100027983100635,হটাও মাফিয়া বাঁচাও দেশ খালেদা জিয়ার বাংলাদেশ চট্টগ্রামে লাখো জনতার স্লোগান,11
1558,Md Arfat,ID: 100076931992734,,0
1559,Md Arfat,ID: 100076931992734,,0
1560,Md Moftasim,ID: 100068050617171,জয় বাংলা,2
1561,Imtiaz Ali,ID: 100040742988664,,0
1562,মোঃ ইকবাল হোসাইন,ID: 100007489781280,বাংলাদেশ বিনোদন পার্টি,3
1563,শেষ নবীর উম্মত,ID: 100063624423374,সফল হোক দোয়াও ভালো বাসা রইলো,6
1564,Rup Kotha,ID: 100084909396547,,0
1565,Md Motaleb Hosen,ID: 100071055147305,আওয়ামী লীগ সরকার আর নাই দরকার,6
1566,Md Rahat,ID: 100081893505638,,0
1567,MD Tarek Mahmud,ID: 100078203541813,,0
1568,As Arsadul Islam,ID: 100071545481886,ইনশাআল্লাহ আবার আসবে খালেদা জিয়া,5
1569,Muhammad Sagor Munshi,ID: 100040053636011,আগে যদি জানতাম ফখরুল মিয়া চট্টগ্রাম যাবে কসবা রেলওয়ে স্টেশন আটকাই দিতাম,12
1570,Md Alamin,ID: 100082064574371,,0
1571,Emran Hosain,ID: 100081330784492,জিয়ার সৈনিক এক হও লড়াই করো,6
1572,Mohammad Fahad Bepary,ID: 100043512941463,তারেক রহমানকে ভার্চুয়ালি আলোচনা করা দরকার,6
1573,Muhammad Atikul Islam,ID: 100069673069616,মির্জা ফখরুল ইসলাম মাথা খারাপ,5
1574,Md Monir Mup,ID: 100044636411475,আজকে চট্টগ্রামে মহান সমাবেশ বিএনপির নেতা কর্মীকে বলে দিন গতবারের ক্ষমতায় আসে ১০ট্রাক অস্ত্র এনেছে এবারে ক্ষমতায় আসলে ২০ট্রাক আনবেন,20
1575,Washim Akram,ID: 100080506446192,এই জনপ্রিয়তা দেখে আওয়ামীলীগের মাথা নষ্ট হয়ে গেছে,8
1576,Don Kopa,ID: 100085662159660,,0
1577,MD Shanto,ID: 100024136000591,চাঁদপুর জেলা বিএনপির সাবেক সফল সভাপতি ও হাজীগঞ্জ শাহরাস্তির গণমানুষের নেতা ধানের শীষের মনোনীত প্রার্থী আমাদের অবিভাবক ইঞ্জিনিয়ার মমিনুল হক ভাইয়ের পক্ষ থেকে আজকের মহা সমাবেশে উপস্থিত সবাইকে শুভেচ্ছা ও অভিনন্দন,31
1578,Md Arman Hossain,ID: 100043819343163,,0
1579,AB Amin,ID: 100021909561976,,0
1580,মোঃ মনজুর আহমদ ড,ID: 100047654718530,এগিয়ে জাও জিয়ার শৌনিক,4
1581,MD Motaleb Hossain,ID: 100086299533015,আমি চাই বাংলাদেশে আবার বি এন পি সরকার ক্ষমতায় আসুক আর সৈরাচারী আওয়ামী লীগের শাসকের পরাজয় হউক তাহলে বাংলাদেশে আবার শান্তি ফিরে আসবে,23
1582,আমির হামজা,ID: 100043689393959,বাদা দিয়ে বিএনপি কে ঠেকানো যাবে না বাংলাদেশ জনগণ জেগে উঠেছে,11
1583,Md Delowar Hossain,ID: 100027307938514,যে চট্টগ্রাম থেকে স্বাধীনতার ঘোষণা দিয়েছিলেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান সেই চট্টগ্রাম থেকে বিভাগীয় গন মহাসমাবেশ এর মাধ্যমে এই সরকারের পতন হবে ইনশাআল্লাহ,23
1584,MD Nooruddin Wahid,ID: 100004521255837,আমাদেরকে ও শাহ আমানত সেতুর এখানে পুলিশ বাধা দিয়েছিল কিন্তু এই পুলিশ বাহিনী জানেনা আমরা চট্টগ্রামে ছেলে সব বাদ অপেক্ষা করি সমাবেশ স্থলে পোছেছি,24
1585,Md Nasir,ID: 100033643253085,,0
1586,Eno Aluminiun Glass Eno,ID: 100054686506358,,0
1587,Shahensha Shahensha Bd,ID: 100006676238708,যেই ভাবে জণগন এসেছে আমার মনে হয় আওয়ামী লীগের হাঁটা এটেক হয়ে গেছে কাকো ওবায়দুল কাদের কে হাসপাতালে ভর্তি করা হয়েছে মনে হয়,23
1588,Md Saddam,ID: 100079182964234,,0
1589,M K Jehad Patawry,ID: 100028419101417,বাংলাদেশ জাতীয়তাবাদী দল জিন্দাবাদ,4
1590,Md Faruk,ID: 100079220677877,যারা শ্রমিকে হত্যা করে গাড়ি জ্বালাও পোড়াও করে তাদের কে বাংলার জনগন ক্ষমতায় আসতে দিবে না জয় বাংলা জয় বঙ্গবন্ধু জয়তু শেখ হাসিনা,23
1591,Md Adnan Asif,ID: 100029954824235,বাংলাদেশ জিন্দাবাদ বাংলাদেশ জাতীয়তাবাদ দল বিএনপি জিন্দাবাদ,7
1592,Ifty Hasan Saif,ID: 100068476104231,সমাবেশের নামে দেশের রাজনীতিতে মামলা হামলা ষড়যন্ত্র আর সন্ত্রাস নৈরাজ্যকে লালন করছে বিএনপি যা এখনো করছে,16
1593,Juwel Sarker,ID: 100056197041919,,0
1594,Rakib Hawladar,ID: 100015913367638,এই চট্টগ্রাম থেকেই স্বাধীনতার ঘোষণা দিয়েছিলেন মহান স্বাধীনতার ঘোষক শহীদ রাষ্ট্রপতি জিয়াউর রহমান আজ এই চট্টগ্রাম থেকে গনতন্ত্র পুনরুদ্ধারের সুচনা শুরু হবে ইনশাআল্লাহ,23
1595,Aliraj Raj,ID: 100076790109148,ভোট চোর সরকার আর নেই দরকার,6
1597,Veja Chokh,ID: 100086178381236,আওয়ামী লুটপাট লীগ বয়কট করুন,5
1598,আবু দাউদ মির্জা,ID: 100033504198753,রাষ্ট্র বিরোধী বি এন পি জামাত জংলী দল কে বাংলার মাটিতে ঠাই দিয়া হবে না ইনশাআল্লাহ,16
1599,নিল আকাশের তারা,ID: 100083095133993,এগিয়ে জাও,2
1600,Rawshon Ara Rathna,ID: 100028577602835,নিশি রাতের সরকার এই দেশ থেকে হটাও এবার,8
1601,Md Faruk,ID: 100014970317258,ভালোবাসার আরেক নাম বাংলাদেশ জাতীয়তাবাদী দল বি এন পি,9
1602,Aktaruzzaman Ashik,ID: 100062766292539,,0
1603,Shagor Hossain Shagor,ID: 100010834989167,,0
1604,Md Maksud,ID: 100079013221681,বাংলাদেশ বিএনপি দল নাইস,4
1605,Md Maksud,ID: 100079013221681,আমাদেের দল নাইস,3
1606,MD Romjan Ali,ID: 100083696027141,হঠাও হাসিনা বাঁচাও দেশ আসম আবদুর রবের নিদেশ,8
1607,Azizur Rahman,ID: 100068077667315,যদি বাধা সৃষ্টি না করতো ৬ লক্ষ লোকের সমাগম হইতো,10
1608,Md Mahfujor Rahaman Akanda,ID: 100040302728697,,0
1609,Rasel Ahmed Rasel,ID: 100045225856669,,0
1610,Sofiqul Islam,ID: 100069501296363,রাইট,1
1611,Mohammad Hossen Juwel,ID: 100042233829219,চট্টগ্রাম ট্রেইলর দেখেছেন মাত্রপুরো সিনেমা তো দেখবেন ঢাকায় ইনশাআল্লাহ,9
1612,Akm Iqbal,ID: 100000760254775,এই জনস্রোত বলে দিচ্ছে বিজয় খুব নিকটে ইনশাআল্লাহ,8
1613,Nayem Mahamud,ID: 100041771647396,,0
1614,Mamun Talukdar,ID: 100013188825726,বাদা দিয়ে আন্দোলন বন্ধ করা যাবে না আরো জোরদার হবে ইনশাআল্লাহ জনগণের পিঠ দেয়ালে ঠেকে গেছে রাজপথে ফায়সালা হবে ইনশাআল্লাহ তত্ত্বাবধায়ক সরকারের অধীনে নির্বাচন দিতে বাধ্য হবে সরকার,28
1615,Md Naime,ID: 100071008226976,যে চট্টগ্রাম থেকে স্বাধীনতার ঘোষণা দিয়েছিলেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান সেই চট্টগ্রাম থেকে বিভাগীয় গন মহাসমাবেশ এর মাধ্যমে এই সরকারের পতন হবে ইনশাআল্লাহ,23
1616,Md Maksodur Rahaman Badhon,ID: 100033994063412,চলছে আন্দোলন চলবে জিয়ার সৈনিক লড়বে দাবি মোদের একটাই এই অবৈধ স্বৈরাচার সরকারের পতন চাইজয়পুরহাট জেলা বি এন পি ছাএদল,20
1617,Tanvir TarEq,ID: 100082755501985,জনগণ গনতন্ত্র ফিরে পাবে ইনশাআল্লাহ,5
1618,Nuruddin Mir,ID: 100012128827887,চলছে আন্দোলন চলবে জিয়ার সৈনিক লড়বে বীর মুক্তিযোদ্ধা শিক্ষা বন্ধু সাবেকএমপি গাজীপুর মহানগর বিএনপির সাবেক সভাপতি আলহাজ্ব হাসান উদ্দীন সরকার,20
1619,Nuruddin Mir,ID: 100012128827887,গাজীপুর ০২ টংঈী জয়দেবপুর এর গণমানুষের প্রিয় নেতা বীরমুক্তিযোদ্ধা আলহাজ্ব হাসান উদ্দীন সরকার এর পক্ষ থেকে শত হামলার মধ্য দিয়ে গন মহাসমাবেশ সফল করার জন্য চট্টগ্রাম বিভাগের বিএনপির নেতাকর্মীদের আন্তরিক শুভেশ্ছা ও অভিনন্দন,33
1620,Muhammad Jumman,ID: 100002174860834,,0
1621,Md Ashraful,ID: 100085107275857,,0
1622,Alauddin Sheikh,ID: 100051007428409,নাঃগঞ্জের মাফিয়া সন্তান বলেছে এখানে নাকি ৪ ৫ হাজার লোকের সমাগম হয়েছে জারুয়া কোথাকার,14
1623,Md Noion Mollick,ID: 100082990369626,,0
1624,MD Ariful,ID: 100053998838032,সাগর মুন্সি এত লাফালাফি আবল তাবোল কখা বলো ভাই সুস্থ মাথায় ভাবলে হাসি লাগে আমরা সবাই সাধীন দেশেের নাগরিক,19
1625,Sumon Ahmed Rihan,ID: 100079926790043,,0
1626,Meah Hannan,ID: 100013513054760,মিথ্যা বলার একটা সীমা থাকে সেটাও তো তোমাদের নেই বিএনপির জন্ম ও তো মিথ্যা থেকে,15
1627,Mominul Islam Atif,ID: 100082250827029,সকল বাধা উপেক্ষা করে গৌণ সমাবেশ সফল করাই রাজশাহী মহানগর ছাত্রদলের পক্ষ থেকে শুভেচ্ছা ও অভিনন্দন,16
1628,Chnise Rahman,ID: 100004872977842,বিএনপি র সমাবেশ দেখে আমি লীগের মাথা নষ্ট হয়ে গেছে এখন খালি ঘেউ ঘেউ করবে,15
1629,MD Sapon Mia,ID: 100077582213306,,0
1630,Md Mofiz,ID: 100064864591534,চট্টগ্রামে যদি মাছি মশা ও বলতে পারে নাই গতকাল চট্টগ্রামের রাজপথে নিশি রাতের ভোট চোরের একটা পাতি নেতা রাজপথে ছিল,20
1631,মা আমার,ID: 100068241882236,,0
1633,মা আমার,ID: 100068241882236,,0
1635,Tarik Islam,ID: 100085236528470,বিএন পি ছাএদল খেলা হবে,5
1636,Md Mamun,ID: 100080779435235,,0
1637,গেন্ডারিয়া থানা যুবদল,ID: 100069762457375,নারায়ে তাকবীর এর মধ্যে ১ম শব্দটি নারায়ে উর্দূ অর্থ ধ্বনী বা উচ্চ আওয়াজ আর দ্বিতীয় শব্দটি তাকবীর আরবি অর্থ আল্লাহর বড়ত্ব ও শ্রেষ্ঠত্ব সুতরাং নারায়ে তাকবীর অর্থ হলো তোমরা উচ্চ আওয়াজে আল্লাহর বড়ত্বের ঘোষণা দাও আল্লাহু আকবার আল্লাহ সর্বশক্তিমান,39
1638,Mahamodul Karim,ID: 100048139230894,কই গুন্ডা লীগদের কে ত দেখি নাই,7
1639,Md Saiful Islam Santo,ID: 100040655295721,পশাসনের লোক কেন রাখছে তাহলে আওয়ামী লীগ যদি মাঠে থাকে,10
1640,Md Mufizul,ID: 100082545807743,,0
1641,Sei Mintu,ID: 100066762820790,নারায়ে তাকবির আল্লাহু আকবর,4
1642,Md Mdnuruddinkhin,ID: 100013834008045,গর্ভবতী মায়ের বাচ্চা প্রসবের ব্যাথা যখন আসে তখন বুঝা যায় আর বেশি দেরি নয় নতুন মেহমানের আগমন ঘটবে এটা যেমন সত্য বর্তমানে বাংলাদেশের রাজনীতির মাঠে জালেম সরকার বিরোধী দলের উপরে যেভাবে অত্যাচার নির্যাতন নিপিরণ জেল জুলুম একেবারে শেষের দিকে পৃথিবীর জমিনে কোন স্বৈরাচার টিকতে পারে নাই আর পারবেও না ইনশাআল্লাহ,50
1643,Mohammad Kamrul Islam,ID: 100015820800814,চট্টগ্রাম যেম তোদের বাপ দাদার,5
1644,Rasel Rasel,ID: 100018623058680,,0
1645,Md Kamal Hossain,ID: 100054807136991,বিএনপির পক্ষে জনগণ দেখে আওয়ামী লীগের মাথা নষ্ট হয়ে গেছে,10
1646,Nasir Mohammud,ID: 100009930012478,চলে এসো সবাই যোগদান করি বিএনপির গণ মিছিল ইনশাল্লাহ বাংলাদেশ আবার ফিরে আসবে,13
1647,Jasim Uddin,ID: 100070729641558,,0
1648,Md Yasin,ID: 100055999161893,লুডু অডিয়া পাটিয়া করে খাওয়াবো আল্লাহর ডাক শেখ হাসিনা আল্লাহর ডাক ইয়া নাফসি ইয়া নাফসি তাআলা ক্ষমা করব না আমি নিজেই জানিনা,22
1649,Md Murad Miya,ID: 100081074359200,ইনশাআল্লাহ বিজয় বিএনপি হবে রাজপথের মধ্যে দিয়ে,7
1650,Md Tayab,ID: 100084108090734,বি এনপি মানে এ দেশের ৮০ মানুষ শুধু এইটা মনে রাখবে খালেদা ও তারেক রহমানের কথা অনেক পরে মনু,19
1651,Mohidul Islam Tuhin,ID: 100008931780965,বদ্দা তুয়ারে তো নো দেহিলাম,5
1652,Md Hossen,ID: 100085624437918,আওয়ামীলীগ কি আর ছারদিবি বিএনপি আর আওয়ামীলীগ কে ছার দিবেনা,10
1653,দুষ্ট ছেলে,ID: 100084265312119,১২ তারিখে কই আছিলো কুত্তালীগ,5
1654,Abubokkor Kawser,ID: 100086326164343,,0
1655,Abubokkor Kawser,ID: 100086326164343,,0
1656,Md Ismail Ismail,ID: 100044495263723,ক্ষমতাশীলরা এখন কেন গণমানুষের আন্দোলন ঠেকাতে মরিয়া হয়ে উঠেছে আওয়ামী লীগের লোকজন ফালতু কথা এগুলো কেন বলে এরাতো একদম ফালতু একথা প্রমাণিত সমাবেশে শত বাধা দিয়েও তারা ব্যর্থ হয়েছে অথচ সমাবেশ সফল হয়েছে শাসনের নামে শোষণ করতে আর পারবেনা শুধু সময়ের অপেক্ষায় এখন এক দফা এক দাবী হাসিনা তুই কবে যাবি,51
1657,MD Alamin Hossain,ID: 100050846193498,,0
1658,Md. Mahmud,ID: 100080297564077,,0
1659,Md Ashikul Islam,ID: 100029494456007,আমি লীগ আর ক্ষমতায় যাবে না থ্যাংকু ভেঙ্গে ফেলে দেবো,10
1660,Uzzal Uzzal,ID: 100039599961870,,0
1661,Rana Hossian,ID: 100028094349162,,0
1662,Rana Hossian,ID: 100028094349162,,0
1663,Emonkhan Emon,ID: 100077527917872,চট্টগ্রাম তোদের বাপের আন্দোলন করা প্রোত্যক দলের অধিকার জনজীবনে ক্ষতি না করে,12
1664,Md Mustakull Nahid Rabby,ID: 100018405415701,কিউ হিলাডালানা,2
1665,Md Mustakull Nahid Rabby,ID: 100018405415701,প্রশাসন ছাড়া আম্বামিলিগ দুধের শিশু,5
1666,Farid Joss,ID: 100030661221677,,0
1667,Mohammad Shohag,ID: 100009576934212,কুক্তালিগ,1
1668,Main Uddin,ID: 100022759545725,আলহামদুলিল্লাহ্ দেশ ভালো আছে,4
1669,Alam Alam,ID: 100072151851078,,0
1670,Md Badshah,ID: 100076080161204,,0
1671,Md Jinda Moyie,ID: 100075487740369,লাঠি লাঠি লাঠি ছাই,4
1672,শফিকুল ইসলাম,ID: 100016482570644,আওয়ামীলীগ নেতা কর্মীরা বিএনপির তে যোগদেয়া শুরু করে ছে,9
1673,Omar Khaled,ID: 100008011665554,,0
1674,Arafat-ur Rahman Emon,ID: 100061540615675,,0
1675,Arif Hasan Arif,ID: 100085264700423,,0
1676,Abu Taleb,ID: 100054327012796,সফল হোক স্বৈরাচার নিপাত যাক গণতন্ত্র মুক্তি পাক,8
1678,Jcd Md Marof,ID: 100046137574820,সাধারণ মানুষ কি আছে আর দাত ভাঙ্গা জবাব দেওয়ার,9
1679,Nur Mohammod,ID: 100077877754636,কুওা পালানের জায়গা পাবি না,5
1680,MD Manik,ID: 100081306052466,বিএনপির সফল হবে ইনশাআল্লাহ সুষ্ঠু নির্বাচন হলে বিএনপি আসবে এবার,10
1681,Md Tufekul,ID: 100083198653203,সফল হোক সমাবেশ,3
1682,মন চাই,ID: 100068460061907,ভোট চোরদের এত নেতা,4
1683,Md Rakib Ullah,ID: 100063572374655,,0
1684,আহসান হাবিব আহসান হাবিব,ID: 100086350966059,দামরালীগের দিন শেশ খালেদাজিয়ার বাংলাদেশ,5
1685,Ali Nabi Mamber,ID: 100036600323948,চট্টগ্রাম থেকে যেভাবে জিয়াউর রহমানের ঘোষণায় এই দেশ স্বাধীন হয়েছিলো ইনশাল্লাহ আশা করি এবারো চট্টগ্রাম থেকে মাফিয়া সরকারের পতনের ডাক আসবে,21
1686,Habibur Rahman,ID: 100063919891681,এ খেলা থেমে থাকার খেলা নয় জয় হবেই হবে,9
1687,মো সুমন খান,ID: 100044332339495,,0
1688,Shalim Miha,ID: 100045303637308,বিএনপির মিটিংয়ে সরকারের গায়ে জালা বেরে উটে,7
1689,Zillur Shaikh,ID: 100061412913960,বিএনপি এগিয়ে চলো আমরা আছি তোমার পাশে,7
1690,MD Tarak,ID: 100077370062603,,0
1691,Masum Bhuiyan,ID: 100004865026291,ভোট চোরদের পতন চাই,4
1692,Md Zakir Hossen,ID: 100063401394718,কোন কাম হবে নানে এবার যেতেই হবে,7
1693,Md Nizam,ID: 100055838310725,বিএনপি র খেলে কোন খেলা প্রথম ছাড়া তাই এগুলো আর দেখা দেয়,12
1694,মোঃ এছানুল হক জনি,ID: 100002684971604,আজম নাসির২৮টা খুনের মামলার আসামি হয়েও সে কেমনে মেয়র হয় সেটাই বুঝিনা,12
1695,ShAdman Ali Shaown,ID: 100006902955785,যে নিজের ঘর সামলাতে পারে না আবার বিএনপির কথা বলে সাবেক ছাএলীগ নেতা ফাকার আলী,15
1696,Md Ontor,ID: 100071000143472,,0
1697,Firad Hosin,ID: 100075521896537,,0
1698,Md Jahangir,ID: 100061094887908,,0
1699,Anarul Islam Anar,ID: 100028833443058,,0
1700,Md Rabi Hossin,ID: 100047922214532,সবাই এক থাকূন ৷ ধন্যবাদ,5
1701,Ibrahim Ahmmad,ID: 100052279671879,খালেদাজিয়া,1
1702,MD Mahin,ID: 100049812874189,বিএনপির জনসভা সফল হউক খেলা হবে রাজপথে,7
1703,Md. Rimon Hossien,ID: 100051996571541,,0
1704,Md Sohal,ID: 100047474181083,ইনশাআল্লাহ্ খেলা তো মাঠে হবে এবারের,6
1705,Md Sohal,ID: 100047474181083,এবারের চট্টগ্রাম বাসী সবাই সাথে আছে,6
1706,Md. Shakeel,ID: 100083763571018,,0
1707,Tan HA,ID: 100085443724778,তোর মায়েরে চ রে,4
1708,Muhit Raj,ID: 100021872314282,যেখানে আমাদের আঘাত আসবে সেখানেই প্রতিঘাত করবা মনে রাখবা প্রতিটা আওয়ামী দুঃশাসন থেকে মুক্ত করে ছাড়ব ইনশাআল্লাহ,17
1709,Ahasan Ullah,ID: 100063903549432,,0
1710,Mohammad Naim,ID: 100029169767915,আমরা বিএনপি র কর্মীরাও চাই আওয়ামীলীগ রাজপথে আসো পুলিশবাহিনী বাদে আওয়ামী লীগ আসুক রাজপথে দেখি তাদের কত দম আছে আমরা বিয়ের প্রস্তুত আছি,23
1711,Symon Khan Uzzol,ID: 100035172852295,,0
1712,Md Ballal,ID: 100065292726768,আউমিলীগের এখন কিছুই নাই বিখারী,5
1713,Md Uzzal Si Khan,ID: 100085454102979,আপনি কি গণতন্ত্রের ভাষায় কথা বলতেছেন না বাকশালের ভাষায় কথা বলতেছেন আপনি জানাবেন,13
1714,Md Sohel,ID: 100082565417272,আমারা আছি আপনাদে সাথে রৌমারি থেকে,6
1715,Jahid Razu,ID: 100032397819064,বি এন পি পাস এবার ইনশাআল্লাহ,6
1716,মোহাম্মদ সামিম সামিম,ID: 100081307059736,বিএনপি পাগল,2
1717,Mijanur Rahman,ID: 100015178304543,,0
1718,MA Parvez,ID: 100040655836620,,0
1719,Azad Molla,ID: 100081136122821,,0
1720,Md Shohidul Islam,ID: 100075955586439,,0
1721,Muhammad Bin Saoud,ID: 100069280351154,,0
1722,Alion Alion,ID: 100078234352673,চমৎকার,1
1723,Mdsiddik Mdui,ID: 100083987320698,,0
1724,Md Arif Md Arif,ID: 100051775448153,আওয়ামীলীগর উপর গজব পড়বে ইনশাআল্লাহ তোমরা জালেম সত্যরে মিথ্যা মিথ্যা রে সত্যো বানাও আল্লাহ পাক তিনি মহান দেশের চোরের উপর আল্লার গজব পড়বে,23
1725,A K King,ID: 100030182779016,জিয়ার সৈনিক এক হও এক হও,6
1726,Fakhrul Islam Islam Fakhrul,ID: 100013441448503,,0
1727,ইয়াছিন আলী,ID: 100082203164338,,0
1728,Md Mannan Ctg M,ID: 100036620203856,হাসাও মাহমুদ চট্রগ্রামের কলংক,4
1729,Idris Iddris,ID: 100036150530340,,0
1730,Nlf Forhad Reza,ID: 100023001946667,একটা জেলার ঢল শয্য করার ক্ষমতা নেই আওয়ামী এর,9
1731,Jamal Hossin,ID: 100070756268629,আমরা তোমাদের সাথে সরকারের পতন নিশ্চিত,6
1732,Md Nasir,ID: 100041059784423,,0
1733,Muhammad Jalal,ID: 100009611076174,,0
1734,আমি এইচ বি হারুন,ID: 100065824996345,যে চট্টগ্রাম থেকে স্বাধীনতার ঘোষণা দিয়েছিলেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান সেই চট্টগ্রাম থেকে বিভাগীয় গন মহাসমাবেশ এর মাধ্যমে এই সরকারের পতন হবে ইনশাআল্লাহ,23
1735,Harun Patwary,ID: 100011528163865,কোন কিছু দিয়ে বিএনপিকে ধমিয়ে রাখা যাবেনা কারণ তাদের অত্যাচারের সিমা ছাড়িয়ে গেছে,13
1736,মোহিন মিয়া,ID: 100052504953450,,0
1737,MD Rohim,ID: 100039083592463,,0
1738,MD Rubel,ID: 100005286224461,হিজাব পড়ে সংবাদ পাঠ ভালো লাগলো শুভ কামনা রইলো সংবাদ পাঠিকার জন্য,12
1739,সেখ. শাহরিয়ার রাইহান,ID: 100082715283340,এই আওয়ামীলিগ আর বিএনপি দেশটারে যে কি পাইছে মনে হয় দেশটা তাদের বাপ দাদার বিটা,15
1740,জায়াল হাক্কু,ID: 100082670402077,মাথায় কাপড় দিয়ে সংবাদ পড়ার জন্য আপনাকে অসংখ্য ধন্যবাদ,9
1741,Md Nazrul Islam,ID: 100046786386292,যে চট্টগ্রাম থেকে স্বাধীনতার ঘোষণা দিয়েছিলেন শহীদ প্রেসিডেন্ট জিয়াউর রহমান সেই চট্টগ্রাম থেকে বিভাগীয় গন মহাসমাবেশ এর মাধ্যমে এই সরকারের পতন হবে ইনশাআল্লাহ,23
1742,পারভেজ সরকার,ID: 100024682802676,এই ভিডিওটা পারলে কেউ শামিম ওসমানকে দেখান,7
1743,Md Sumon,ID: 100038762029601,,0
1744,Md Belaluddin,ID: 100084689372171,হিজাব পরে সংবাদ পাঠ করতেছে আপনাকে বেশি হাজার সালাম জানাই আপু তোমাকে,12
1745,Muhammad Emon,ID: 100005955223127,হিজাব পড়ায় আপাকে খুবই সুন্দর লাগছে আপার জন্য অনেক অনেক দোয়া ও শুভকামনা,13
1746,সাইফুল পলাশ,ID: 100003827171252,কিন্তু আওয়ামী লীগের নেতারা বলতেছে ৫ বা ১০ হাজার লোক এর সমাগম হয়েছে বা সমাবেশ হয়েছে আর আপনারা বলতেছেন জনসমুদ্র হয়েছে,21
1747,MD Is-mail Noakhali,ID: 100011309132123,হাছান মাহমুদ আর সামিম কাদের অন্ধ,6
1748,NE L OY,ID: 100030389271738,এক সমাবেশেই আওয়ামী লীগের বুকে কম্পন ধরে গেছে ইনশাআল্লাহ আরো ভালো কিছুর অপেক্ষায় জয় আমাদেরই হবে,16
1749,Taslim Uddin,ID: 100063773797194,,0
1750,Nihal Rayhan Rivuo,ID: 100061464772329,,0
1751,Mizan Talukder,ID: 100000142857355,হিজাব পড়ে সংবাদ পাঠ ভালো লাগলো শুভ কামনা রইলো সংবাদ পাঠিকার জন্য,12
1752,Engr Rubel Haque,ID: 100009644775440,,0
1753,Mdrazzaq Razzaq,ID: 100084238531290,,0
1754,মেঘে ঢাকা চাঁদ,ID: 100041881416754,আর একটু জোরে বলবেন আপু আওয়ামী বলে জনগণকেই দেখতে পাই নি,11
1755,Md Oliullah Chaudhari,ID: 100055275487977,,0
1756,ইমাম হোসেন রায়হান,ID: 100086298453509,,0
1757,সরৎ আক্বর,ID: 100083904881399,বান টোনা কুফরি বিয়ে বন্দ নিসন্তানমনের মানুষ অবাধ্য পারিবারিক সম্সাআরো অনেক সম্সার সমাধান করা হয় তান্ত্রিক সরৎ আকবর,18
1759,Nur Hossain Miya,ID: 100059962795972,এই প্রথম বাংলাদেশর কোন মহিলা মাথায় হিজাব পড়ে সংবাদ পাঠ করতেচে,11
1760,এইচ এম আশিক মাহমুদ,ID: 100007323541135,অনেক বছর কোন সংবাদ পাঠিকা কে হিজাব পড়ে খবর পড়তে দেখলাম ধন্যবাদ আপু সেই সাথে বাংলাভিশন কেও ধন্যবাদ,18
1761,MD Sagor Molla,ID: 100040208383068,হাসিনার ঘুম হারাম,3
1763,Md Khairul,ID: 100025152082870,বাধা আসবে যেখানে লড়াই হবে সেখানে,6
1764,Mominul Islam Mazidul,ID: 100010251424960,দাবি একটাই ভোট চোর সরকারের পতন চাই,7
1765,Mohammad Shahin,ID: 100024257356243,প্রিয় পাটিকা,2
1766,Azad Imran,ID: 100003510146107,,0
1767,Md Raton Molla,ID: 100071040954519,ইনশাআল্লাহ,1
1768,এয়ার মোহাম্মাদ,ID: 100043973573827,,0
