headline,link,description,time
মেহেরপুরে ৮৩ লাখ টাকায় নির্মিত সড়কের উদ্বোধন,https://banglanews24.com/national/news/bd/900282.details,"মেহেরপুর: এলজিইডির উদ্যোগে ৮৩ লাখ টাকা ব্যয়ে নির্মিত মেহেরপুর সদর উপজেলার উজলপুর সড়ক উদ্বোধন করা হয়েছে।
রোববার (১৯ ডিসেম্বর)","১৯৪০ ঘণ্টা, ডিসেম্বর ১৯, ২০২১"
বাংলাদেশ এখন বিশ্বের বুকে উন্নয়নের রোল মডেল,https://banglanews24.com/national/news/bd/900091.details,"মেহেরপুর: জনপ্রশাসন প্রতিমন্ত্রী ফরহাদ হোসেন বলেন, জাতির পিতা বঙ্গবন্ধু তার দল বাংলাদেশ আওয়ামী লীগের নেতৃত্বে বাংলাদেশ স্বাধীন","২১১৭ ঘণ্টা, ডিসেম্বর ১৮, ২০২১"
নুরী-আনোয়ারাদের সফলতার চাবিকাঠি ‘ছাগল পালন’,https://banglanews24.com/national/news/bd/897832.details,মেহেরপুর: ১২০০ টাকার একটি ছাগলই আজ নুরী বেগমের সফলতার চাবিকাঠি। এই একটি থেকেই আজ প্রায় ৬০টি ছাগল তার ব্যক্তি উদ্যোগে গড়ে ওঠা,"০৯৫৯ ঘণ্টা, ডিসেম্বর ৮, ২০২১"
৬ ডিসেম্বর মেহেরপুর হানাদার মুক্ত দিবস,https://banglanews24.com/national/news/bd/897360.details,মেহেরপুর: আজ ৬ ডিসেম্বর। মেহেরপুর মুক্ত দিবস। ১৯৭১ সালের ১ ডিসেম্বর সকাল থেকেই মেহেরপুর হানাদার বাহিনীর কবল থেকে মুক্ত হয়। ২,"০৮১২ ঘণ্টা, ডিসেম্বর ৬, ২০২১"
মেহেরপুরে গুলি ও মাদকসহ ২ ভাই আটক,https://banglanews24.com/national/news/bd/896879.details,মেহেরপুর: মেহেরপুরে একাধিক মাদক মামলার আসামি আবেদ আলীর বাড়ি থেকে ফেনসিডিল ও ২ রাউন্ড কার্তুজ উদ্ধার করেছে গাংনী থানার পুলিশ। এ,"১৯০৫ ঘণ্টা, ডিসেম্বর ৩, ২০২১"
"১টি ভোটও পাননি ৬ প্রার্থী, জামানত হারাচ্ছেন ২০ জন",https://banglanews24.com/election-comission/news/bd/896457.details,"মেহেরপুর: নির্বাচনী আইন অনুযায়ী প্রদত্ত ভোটের ৮ ভাগের ১ ভাগ ভোট না পেলে বাজেয়াপ্ত হবে প্রার্থীদের জামানতের টাকা। 
গত ২৮ নভেম্বর","১৮৫৭ ঘণ্টা, ডিসেম্বর ১, ২০২১"
এনএসআইর ভুয়া সদস্যকে গণধোলাই শেষে পুলিশে সোপর্দ,https://banglanews24.com/national/news/bd/896005.details,"মেহেরপুর: নুরুল আমিন (৪২) নামে এনএসআইর এক ভুয়া সদস্যকে আটক করে গণধোলাই শেষে থানায় দিয়েছেন গ্রামবাসী।
সোমবার (২৯ নভেম্বর)  গাংনী","১৯৫৩ ঘণ্টা, নভেম্বর ২৯, ২০২১"
পরাজিত মেম্বার প্রার্থীর ভয়ে এলাকা ছাড়া বিএনপির সমর্থকরা,https://banglanews24.com/politics/news/bd/895942.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলার ধানখোলা ইউনিয়নে দেশীয় তৈরি অস্ত্র নিয়ে ধাওয়া-পাল্টা ধাওয়ার ঘটনা ঘটেছে। এসময় ওই ইউনিয়নের ১,"১৬৪২ ঘণ্টা, নভেম্বর ২৯, ২০২১"
"ভোটকেন্দ্রে বোমা, যুবলীগ নেতাসহ গ্রেফতার ২",https://banglanews24.com/election-comission/news/bd/895798.details,মেহেরপুর: গাংনীর কাজিপুর ইউনিয়নের বেতবাড়িয়া ভোটকেন্দ্রে হামলার অভিযোগে পরাজিত মেম্বার প্রার্থীসহ দুজনকে গ্রেফতার করেছে পুলিশ।,"২২৩৫ ঘণ্টা, নভেম্বর ২৮, ২০২১"
‘আর কখনো ভোট দিতে পারবো কিনা জানি না’,https://banglanews24.com/election-comission/news/bd/895768.details,মেহেরপুর: মেহেরপুর সদর উপজেলার বুড়িপোতা ইউনিয়ন পরিষদ (ইউপি) নির্বাচনে ছেলের কোলে চড়ে কেন্দ্রে এসে ভোট দিলেন শতবর্ষী নজির আলী।,"২০৩৮ ঘণ্টা, নভেম্বর ২৮, ২০২১"
নৌকায় সিল মারতে এসে খেলেন গণপিটুনি!,https://banglanews24.com/election-comission/news/bd/895748.details,"মেহেরপুর: ‘মেহেরপুর সদর উপজেলার কুলবাড়িয়া গ্রাম পশ্চিম পাকিস্তান হিসেবে পরিচিত। এখানে আওয়ামী লীগ, যুবলীগ, ছাত্রলীগের সব","১৯৪৯ ঘণ্টা, নভেম্বর ২৮, ২০২১"
জুগিন্দা ভোট কেন্দ্রে চলছে ধাওয়া পাল্টা ধাওয়া,https://banglanews24.com/election-comission/news/bd/895669.details,মেহেরপুর: নির্বাচনকে কেন্দ্র করে ধানখোলা ইউনিয়নের ২ নম্বর ওয়ার্ডের জুগিন্দা সরকারি প্রাথমিক বিদ্যালয় ভোট কেন্দ্রে চলছে ধাওয়া,"১৫৪৩ ঘণ্টা, নভেম্বর ২৮, ২০২১"
মেহেরপুরে সড়ক দুর্ঘটনায় আহত এনজিও কর্মকর্তার মৃত্যু,https://banglanews24.com/national/news/bd/895598.details,মেহেরপুর: মেহেরপুর-চুয়াডাঙ্গা সড়কে বাসের ধাক্কায় আহত মউকের প্রোগ্রাম অফিসার আলমগীর হোসেন (৩৫) পাঁচ দিন চিকিৎসাধীন থাকার পর মারা,"১১৪৬ ঘণ্টা, নভেম্বর ২৮, ২০২১"
তৃতীয় ধাপে মেহেরপুরের ৬ টি ইউনিয়নে ভোট,https://banglanews24.com/election/news/bd/895559.details,মেহেরপুর: ২৮ নভেম্বর তৃতীয় ধাপের ইউনিয়ন পরিষদ নির্বাচনে মেহেরপুরের ৬ টি ইউনিয়নে নির্বাচন অনুষ্ঠিত হবে। এর মধ্যে সদর উপজেলার ২টি ও,"০২০১ ঘণ্টা, নভেম্বর ২৮, ২০২১"
গাংনীতে সড়ক দুর্ঘটনায় নিহত ১,https://banglanews24.com/national/news/bd/895195.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলা শহরের উত্তরপাড়া এলাকায় যাত্রীবাহী একটি বাসের ধাক্কায় জিল্লুর রহমান (৫০) নামে এক ব্যক্তি নিহত,"১২০২ ঘণ্টা, নভেম্বর ২৬, ২০২১"
মাদক থেকে ফেরাতে গিয়ে চিরতরে ছেলেকে হারালেন বাবা-মা,https://banglanews24.com/national/news/bd/895042.details,মেহেরপুর: ঘরে বন্দি রেখে মাদক থেকে স্বাভাবিক জীবনে ফেরাতে চেয়ে অসহায় বাবা-মা চিরতরে হারিয়ে ফেললেন তাদের মাদকাসক্ত ছেলে নাহিদ হাসান,"১৭৫৩ ঘণ্টা, নভেম্বর ২৫, ২০২১"
‘ভাতারের ভাত খাবেন আর গীত গাবেন…’,https://banglanews24.com/election-comission/news/bd/894947.details,"মেহেরপুর: ‘রাজনীতির শেষ হিসাব হচ্ছে নির্বাচন। আর সেই নির্বাচনের ভোটের দিনে যদি আপনাদের কাছে না পাই, আপনি বিবাহ করবেন আমার কাছে, আর","১৩৪৪ ঘণ্টা, নভেম্বর ২৫, ২০২১"
মুরগির ফার্ম থেকে মিজানের মাসিক আয় দেড় লাখ টাকা,https://banglanews24.com/national/news/bd/894902.details,"মেহেরপুর: বিএ পাশ করে চাকরির পেছনে অনেক সময় ঘুরেও একটা চাকুরি জুটাতে পারিনি। তাই, হতাশ হয়ে পড়েছিলাম। একদিকে বেকারত্বের অভিশাপ।","০৯১৪ ঘণ্টা, নভেম্বর ২৫, ২০২১"
সংরক্ষিত সদস্য পদে বউ-শাশুড়ির ভোটযুদ্ধ,https://banglanews24.com/election/news/bd/894883.details,"মেহেরপুর: মেহেরপুরের গাংনী উপজেলার কাজিপুর ইউনিয়নে মামি শাশুড়ি ও ভাগ্নে বউয়ের ভোট যুদ্ধ এখন ভোটারদের মুখে মুখে। 
ইউনিয়নের ৭, ৮ ও ৯","০১৪৭ ঘণ্টা, নভেম্বর ২৫, ২০২১"
যাবজ্জীবন সাজাপ্রাপ্ত আসামির আত্মসমর্পণ,https://banglanews24.com/law-court/news/bd/894860.details,"মেহেরপুর: র‌্যাবের করা মাদক মামলায় যাবজ্জীবন সাজাপ্রাপ্ত আসামি নাজমুল হুদা (৪২) আদালতে আত্মসমর্পণ করেছেন।
বুধবার (২৪ নভেম্বর)","২১৪৪ ঘণ্টা, নভেম্বর ২৪, ২০২১"
নৌকায় ওপেন সিল মারার ঘোষণা,https://banglanews24.com/election-comission/news/bd/894710.details,"মেহেরপুর: ‘নৌকার সিল হবে ওপেন এবং টেবিলে। একাধিক সিল মারতে হবে। পুলিশ, প্রিজাইডিং কর্মকর্তারা কিছু করতে পারবেন না।’ মেহেরপুর জেলা","১৪৫৩ ঘণ্টা, নভেম্বর ২৪, ২০২১"
বিদায় অনুষ্ঠান থেকে ফেরার পথে চিরবিদায়!,https://banglanews24.com/national/news/bd/894333.details,মেহেরপুর: মেহেরপুর দারুল উলুম আহমদিয়া মাদরাসার আলিম পরীক্ষার্থী আলমগীর হোসেন (২২)। প্রবেশপত্র ও বিদায় অনুষ্ঠানে অংশ নিয়ে বাড়ি,"১৯৫৭ ঘণ্টা, নভেম্বর ২২, ২০২১"
গাংনীতে সড়ক দুর্ঘটনায় শিশুর মৃত্যু,https://banglanews24.com/national/news/bd/894264.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলায় লাটা হাম্বার (শ্যালোইঞ্জিন চালিত স্ট্রিয়ারিং গাড়ি) চাপায় রোজা (৭) নামে এক শিশুর মৃত্যু হয়েছে। এ,"১৬১৯ ঘণ্টা, নভেম্বর ২২, ২০২১"
"‘নৌকার সিল হবে ওপেন, একের অধিক সিল মারতে হবে’",https://banglanews24.com/politics/news/bd/894076.details,"মেহেরপুর: ‘নৌকার সিল হবে ওপেন এবং টেবিলে। একের অধিক সিল মারতে হবে। পুলিশ, প্রিসাইডিং কর্মকর্তারা কিছু করতে পারবেন না।’ কথাগুলো","১৭৫৫ ঘণ্টা, নভেম্বর ২১, ২০২১"
সড়ক দুর্ঘটনায় আদালতের কর্মচারী নিহত,https://banglanews24.com/national/news/bd/893976.details,মেহেরপুর: মেহেরপুর-কুষ্টিয়া সড়কের গাংনী উপজেলার চেংগাড়া বাজার এলাকায় সড়ক দুর্ঘটনায় মোমিনুল ইসলাম (৩২) নামের এক ব্যক্তি মারা গেছেন।,"১২২৮ ঘণ্টা, নভেম্বর ২১, ২০২১"
গাংনীর থানার নতুন ওসি আব্দুর রাজ্জাক,https://banglanews24.com/national/news/bd/893937.details,মেহেরপুর: বিভিন্ন অভিযোগে গাংনী থানার ভারপ্রাপ্ত কর্মকর্তা (ওসি) বজলুর রহমানকে সরিয়ে দিয়েছে পুলিশের সংশ্লিষ্ট কর্তৃপক্ষ।,"০৭৫৯ ঘণ্টা, নভেম্বর ২১, ২০২১"
কাজিপুর ইউনিয়নে চার শিক্ষকের ভোটযুদ্ধ,https://banglanews24.com/election/news/bd/893825.details,"মেহেরপুর: মেহেরপুরের গাংনী উপজেলার কাজিপুর ইউনিয়ন পরিষদ নির্বাচনে চেয়ারম্যান পদে লড়ছেন চার স্কুল শিক্ষক।
এরা হলেন- প্রাথমিক","১৬২৬ ঘণ্টা, নভেম্বর ২০, ২০২১"
আ.লীগ প্রার্থীর ভাইয়ের হাতে স্বতন্ত্র প্রার্থী লাঞ্ছিত,https://banglanews24.com/election/news/bd/893744.details,মেহেরপুর: গাংনীর কাজিপুর ইউনিয়নে স্বতন্ত্র প্রার্থী ও সাবেক চেয়ারম্যান মুহ. আলম হোসাইনকে দফায় দফায় লাঞ্ছিত ও ও তার প্রচার মাইকের,"১০১৬ ঘণ্টা, নভেম্বর ২০, ২০২১"
বিয়েবাড়ি বিষাদে পরিণত হলো মুহূর্তেই!,https://banglanews24.com/national/news/bd/893632.details,মেহেরপুর: মামার বিয়েতে এসে রাস্তায় মায়ের হাত ধরে দাঁড়িয়ে ছিল শিশু ইয়াসিন আলী (১১)। এসময় সড়ক দিয়ে যাওয়া ট্রাকের চাকায় লাগা ইটের টুকরোর,"১৬৪৩ ঘণ্টা, নভেম্বর ১৯, ২০২১"
জোড়া খুন মামলার প্রধান আসামি পেয়েছেন ৬৫ ভোট,https://banglanews24.com/national/news/bd/893345.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলার কাথুলি ইউনিয়নের ৭ নম্বর ওয়ার্ডে নির্বাচনে জোড়া খুন মামলার প্রধান আসামি আতিয়ার রহমান ফুটবল,"১১৫৮ ঘণ্টা, নভেম্বর ১৮, ২০২১"
সেই ব্যবসায়ীর আগ্নেয়াস্ত্রের লাইসেন্স বাতিল,https://banglanews24.com/national/news/bd/893118.details,মেহেরপুর: আগ্নেয়াস্ত্র নিয়ে আওয়ামী লীগের নির্বাচনী জনসভায় যোগদানকারী সেই ব্যবসায়ী আব্দুল হান্নানের আগ্নেয়াস্ত্রের লাইসেন্স,"১২১৯ ঘণ্টা, নভেম্বর ১৭, ২০২১"
"শিশুকে যৌন নিপীড়ন, যুবকের ৭ বছরের জেল",https://banglanews24.com/law-court/news/bd/892869.details,মেহেরপুর: নয় বছর বয়সী একটি শিশুকে যৌন নিপীড়ন করার দায়ে দুলাল খান নামে এক যুবককে সাত বছর সশ্রম কারাদণ্ড দিয়েছেন আদালত। সেই সঙ্গে,"১২০২ ঘণ্টা, নভেম্বর ১৬, ২০২১"
সীমান্ত থেকে সেই নারীর মরদেহ উদ্ধার,https://banglanews24.com/national/news/bd/892820.details,"মেহেরপুর: অবশেষে সীমান্তে পড়ে থাকা মানসিক ভারসাম্যহীন সেই অজ্ঞাত নারীর মরদেহ উদ্ধার করল মেহেরপুর সদর থানার পুলিশ।
সোমবার (১৫","২২৪৭ ঘণ্টা, নভেম্বর ১৫, ২০২১"
নারীর মরদেহ বাংলাদেশ সীমান্তে ফেলে গেছে বিএসএফ,https://banglanews24.com/national/news/bd/892814.details,মেহেরপুর: মেহেরপুর সদর উপজেলার সীমান্তবর্তী বাজিতপুর গ্রামের একটি মাঠ এলাকায় পড়ে আছে মানসিক ভারসাম্যহীন অজ্ঞাত এক নারীর মরদেহ।,"২২০৭ ঘণ্টা, নভেম্বর ১৫, ২০২১"
মাদকমামলায় ২ আসামির ৭ বছর করে কারাদণ্ড,https://banglanews24.com/law-court/news/bd/892701.details,মেহেরপুর: মেহেরপুরে একটি মাদক মামলায় দুই মাদক বিক্রেতাকে সাত বছর করে কারাদণ্ড দিয়েছেন আদালত। সেই সঙ্গে তাদের পাঁচ হাজার টাকা করে,"১৬৩৭ ঘণ্টা, নভেম্বর ১৫, ২০২১"
গাংনীতে তিনটিতে আ.লীগ প্রার্থীর হার,https://banglanews24.com/election/news/bd/892091.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলার পাঁচটি ইউনিয়ন পরিষদ নির্বাচনে আওয়ামী লীগ মনোনীত নৌকার প্রার্থীদের ব্যাপক ধরাশয়ী করেছেন,"১৯৪০ ঘণ্টা, নভেম্বর ১২, ২০২১"
মেহেরপুরে নৌকা প্রার্থীর বাড়িতে প্রতিপক্ষের হামলা,https://banglanews24.com/national/news/bd/891977.details,মেহেরপুর: মহাজনপুর ইউনিয়নের নৌকার প্রতিনিধি সার্জেন্ট (অব.) আব্দুল মতিন ও তার ভাই শহিদুলের ইসলামের বাড়িতে হামলা চালিয়েছে বিজয়ী,"১১৫৭ ঘণ্টা, নভেম্বর ১২, ২০২১"
মুজিবনগরের ৪ ইউনিয়নেই আ'লীগ প্রার্থীদের পরাজয়,https://banglanews24.com/election-comission/news/bd/891919.details,মেহেরপুর: মেহেরপুরের মুজিবনগর উপজেলায় ৪টি ইউনিয়নের নির্বাচনে আওয়ামী লীগ মনোনীত নৌকার প্রার্থীদের বড় ব্যবধানে ধরাশয়ী করেছেন,"২৩৫২ ঘণ্টা, নভেম্বর ১১, ২০২১"
মটমুড়া ইউনিয়নের চেয়ারম্যান সোহেল,https://banglanews24.com/election-comission/news/bd/891875.details,মেহেরপুর: গাংনী উপজেলার ৫ নম্বর মটমুড়া ইউনিয়ন পরিষদের বর্তমান চেয়ারম্যান সোহেল আহমেদ আনারস প্রতীকে ১৮ হাজার ৩৯২ ভোট পেয়ে,"১৯৪৫ ঘণ্টা, নভেম্বর ১১, ২০২১"
‘এবার জিলাপিতেই ভোট হচ্ছে’,https://banglanews24.com/election-comission/news/bd/891862.details,"মেহেরপুর: প্রতিটি ভোটারকেই ভোটদান শেষে ২৫০ গ্রাম করে জিলাপি উপহার দিলেন প্রার্থীরা।
তেঁতুলবাড়িয়া ইউনিয়নের এক নম্বর ওয়ার্ডের","১৮৩৬ ঘণ্টা, নভেম্বর ১১, ২০২১"
গাংনীতে ৩ ভুয়া ভোটার আটক-জরিমানা,https://banglanews24.com/election-comission/news/bd/891831.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলার সাহারবাটি ইউনিয়ন পরিষদ (ইউপি) নির্বাচনে হিজলবাড়িয়া কেন্দ্র থেকে তিন ভুয়া ভোটারকে আটক করে,"১৭০৯ ঘণ্টা, নভেম্বর ১১, ২০২১"
কেন্দ্র দখলমুক্ত করতে অস্ত্র-লাঠি হাতে রাস্তায় সাধারণ জনগণ,https://banglanews24.com/election-comission/news/bd/891830.details,"মেহেরপুর: ভোট কেন্দ্র দখলমুক্ত করতে লাঠি, ধারালো অস্ত্র হাতে নিয়ে রাস্তায় নেমেছিলেন মেহেরপুরের হাজারো নারী-পুরুষ এমনকি শিশুরা।","১৭০৯ ঘণ্টা, নভেম্বর ১১, ২০২১"
মেহেরপুরে মাদক মামলায় আব্দুস সালামের যাবজ্জীবন,https://banglanews24.com/law-court/news/bd/891824.details,মেহেরপুর: মেহেরপুরে মাদকের মামলায় আব্দুস সালাম (৫৫) নামে এক হেরোইন বিক্রেতাকে যাবজ্জীবন সশ্রম কারাদণ্ড দিয়েছেন আদালত। সেই সঙ্গে,"১৬৫১ ঘণ্টা, নভেম্বর ১১, ২০২১"
২ ভাই নিহত: লক্ষ্মীনারায়ণপুর ধলা কেন্দ্রে সুষ্ঠু ভোটগ্রহণ,https://banglanews24.com/election-comission/news/bd/891821.details,"মেহেরপুর: প্রশাসন, সাংবাদিক ও সাধারণ ভোটারদের দৃষ্টি ছিল কাথুলি ইউনিয়নের ৭ নম্বর ওয়ার্ডে আলোচিত লক্ষ্মীনারায়ণপুর ধলা","১৬৪৪ ঘণ্টা, নভেম্বর ১১, ২০২১"
কোমরপুরে ২ প্রার্থীর বাকযুদ্ধে পুলিশের ফাঁকা গুলি,https://banglanews24.com/election-comission/news/bd/891714.details,মেহেরপুর:  মুজিবনগরের মহাজনপুর ইউনিয়নের কোমরপুর কেন্দ্রে নৌকা এবং আনারস প্রার্থীর মধ্যে বাক যুদ্ধের ঘটনায় পুলিশ ৪ রাউন্ড ফাঁকা,"১০৫৬ ঘণ্টা, নভেম্বর ১১, ২০২১"
গাংনীর জোড়া খুনের ঘটনায় মামলা,https://banglanews24.com/national/news/bd/891474.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলার লক্ষ্মীনারায়ণপুরের ধলা গ্রামের জোড়া খুনের ঘটনায় উপজেলা কৃষকলীগের সাধারণ সম্পাদক ও সাবেক,"০৯১১ ঘণ্টা, নভেম্বর ১০, ২০২১"
ধান শুকাতে গিয়ে ছাদ থেকে পড়ে নারীর মৃত্যু,https://banglanews24.com/national/news/bd/891175.details,মেহেরপুর: ধান শুকাতে গিয়ে ঘরের ছাদ থেকে পড়ে রিজিয়া খাতুন (৬০) নামের এক বৃদ্ধা নিহত হয়েছেন। নিহত রিজিয়া গাংনী উপজেলা শহরের,"১৮৪৭ ঘণ্টা, নভেম্বর ৮, ২০২১"
দুই ভাইকে হত্যা: পুরুষশূন্য পুরো গ্রাম,https://banglanews24.com/national/news/bd/891123.details,মেহেরপুর:  মেহেরপুরের গাংনী উপজেলার কাথুলী ইউনিয়নের ৭ নম্বর ওয়ার্ডের লক্ষ্মীনারায়ণপুর ধলা (মাইলমারী-ধলা) গ্রামে নির্বাচনী,"১৬১৩ ঘণ্টা, নভেম্বর ৮, ২০২১"
গাংনীতে নির্বাচনী সহিংসতায় দুই ভাইকে কুপিয়ে হত্যা,https://banglanews24.com/national/news/bd/891027.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলার কাথুলী ইউনিয়নের ৭ নম্বর ওয়ার্ডের লক্ষ্মীনারায়ণপুর ধলা (মাইলমারী-ধলা) গ্রামে নির্বাচনী,"১০২৮ ঘণ্টা, নভেম্বর ৮, ২০২১"
অনটেস্ট বাইক চলতে পারবে না মেহেরপুরে,https://banglanews24.com/national/news/bd/890766.details,মেহেরপুর: সামনে ইউনিয়ন পরিষদ (ইউপি) নির্বাচনকে কেন্দ্র করে লাইসেন্স বিহীন বা অনটেস্ট মোটরসাইকেল আটক অভিযানে নেমেছেন মেহেরপুর,"২০২৬ ঘণ্টা, নভেম্বর ৬, ২০২১"
ব্যবসায়ী হান্নানকে থানায় ডেকে অস্ত্র জমা নিলেন ওসি,https://banglanews24.com/national/news/bd/890726.details,মেহেরপুর: অবশেষে ব্যবসায়ীর সেই আগ্নেয়াস্ত্রটি জমা নিয়েছেন গাংনী থানা পুলিশ। আগ্নেয়াস্ত্রটির বৈধ লাইসেন্সসহ মালিক ব্যবসায়ী,"১৭২৯ ঘণ্টা, নভেম্বর ৬, ২০২১"
৮ মামলার আসামি কনক অস্ত্রসহ আটক,https://banglanews24.com/national/news/bd/890649.details,"মেহেরপুর: বিভিন্ন অভিযোগে ৮টি মামালার আসামি, এলাকার শীর্ষ সন্ত্রাসী ও চিহ্নিত মাদক ব্যবসায়ী আসাদুজ্জামান কনককে (৩০)","১৩১৪ ঘণ্টা, নভেম্বর ৬, ২০২১"
গাংনীতে আ.লীগ প্রার্থীর নির্বাচনী অফিসে আগুন,https://banglanews24.com/election-comission/news/bd/890332.details,"মেহেরপুর: মেহেরপুরের গাংনীতে আওয়ামী লীগ মনোনীত চেয়ারম্যান প্রার্থীর নির্বাচনী কার্যালয় পুড়িয়ে দিয়েছে দুষ্কৃতীরা।
বুধবার (০৩","১৭১৯ ঘণ্টা, নভেম্বর ৪, ২০২১"
আ.লীগ প্রার্থীর সভায় অস্ত্র হাতে কে?,https://banglanews24.com/election-comission/news/bd/890308.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলার কাথুলি ইউনিয়ন পরিষদ (ইউপি) নির্বাচনকে সামনে রেখে আওয়ামী লীগের প্রার্থীর নির্বাচনী জনসভায়,"১৬০৬ ঘণ্টা, নভেম্বর ৪, ২০২১"
মিছিল শেষে লাশ হয়ে বাড়ি ফিরলেন রাকিব,https://banglanews24.com/national/news/bd/890237.details,মেহেরপুর: মেহেরপুরের গাংনীতে কবরস্থানের দেয়ালের সঙ্গে ধাক্কা লেগে রাকিবুল ইসলাম রাকিব (২২) নামে এক মোটরসাইকেল আরোহী প্রাণ,"১১২৮ ঘণ্টা, নভেম্বর ৪, ২০২১"
প্রতিটি শিক্ষা প্রতিষ্ঠানে শেখ রাসেল কম্পিউটার ল্যাব হবে,https://banglanews24.com/information-technology/news/bd/889669.details,"মেহেরপুর: তথ্য ও যোগাযোগপ্রযুক্তি (আইসিটি) প্রতিমন্ত্রী জুনাইদ আহমেদ পলক বলেছেন, প্রতিটি শিক্ষা প্রতিষ্ঠানে শেখ রাসেল ডিজিটাল","১৬৫৫ ঘণ্টা, নভেম্বর ১, ২০২১"
জেলে থেকেও ইউপি নির্বাচনে সদস্য প্রার্থী!,https://banglanews24.com/politics/news/bd/889618.details,মেহেরপুর: পুলিশের দায়ের করা নাশকতা মামলায় জেলে থেকেও ইউনিয়ন পরিষদ নির্বাচনে সদস্য প্রার্থী হয়েছেন আক্তারুজ্জামান ওরফে চঞ্চল নামে,"১৩৪৯ ঘণ্টা, নভেম্বর ১, ২০২১"
গরুর সঙ্গে দৌড়াতে গিয়ে পিকআপভ্যানে পিষ্ট হলেন বৃদ্ধ,https://banglanews24.com/national/news/bd/888423.details,"মেহেরপুর: বেপরোয়া গরুর সঙ্গে দৌড়াতে গিয়ে পিকআপভ্যানের নিচে চাপা পড়ে আব্দুর রহমান (৮০) নামে এক বৃদ্ধ নিহত হয়েছেন।
মঙ্গলবার (২৬","২০৩৩ ঘণ্টা, অক্টোবর ২৬, ২০২১"
"মুজিবনগর কমপ্লেক্স ফটকে বাইকের ধাক্কা, নিহত চালক",https://banglanews24.com/national/news/bd/888215.details,মেহেরপুর: দ্রুত গতির মোটরসাইকেল নিয়ে মেহেরপুরের মুজিবনগর কমপ্লেক্সের ফটকে ধাক্কা লেগে প্রাণ হারালেন চাঁদ আলী (২৫) নামের এক তরুণ। এ,"২২২০ ঘণ্টা, অক্টোবর ২৫, ২০২১"
বিনা প্রতিদ্বন্দ্বীতায় মাঝহারুলকে বিজয়ী ঘোষণা,https://banglanews24.com/politics/news/bd/887482.details,মেহেরপুর: বিনা প্রতিদ্বদ্বিতায় গাংনী উপজেলার মটমুড়া ইউনিয়ন পরিষদের সদস্য (মেম্বর) নির্বাচিত হয়েছেন সাবেক মেম্বর মাঝহারুল ইসলাম।,"১৬৩৭ ঘণ্টা, অক্টোবর ২২, ২০২১"
বঙ্গবন্ধুর জন্ম শতবার্ষিকী উপলক্ষে তালবীজ রোপণ,https://banglanews24.com/national/news/bd/887470.details,মেহেরপুর:  বজ্রপাতসহ প্রাকৃতিক দুর্যোগ ও পরিবেশের ভারসাম্য রক্ষার জন্য মেহেরপুরে ১০০ তালবীজ রোপণ করেছে বঙ্গবন্ধু শিক্ষা ও গবেষণা,"১৬১২ ঘণ্টা, অক্টোবর ২২, ২০২১"
জয়পুরহাটে ১৯ মাদকসেবী আটক,https://banglanews24.com/national/news/bd/887424.details,জয়পুরহাট: জয়পুরহাট শহরের সুইপার কলোনি দ্বিতীয় রেলগেট ডাক বাংলা রোডের মেসার্স রাহিম ফল ভাণ্ডার এলাকা থেকে ১৯ মাদকসেবীকে আটক করেছে,"১২৩৬ ঘণ্টা, অক্টোবর ২২, ২০২১"
মেহেরপুরে মাদক মামলায় একজনের যাবজ্জীবন,https://banglanews24.com/national/news/bd/887271.details,মেহেরপুর: হেরোইন রাখার অভিযোগে মিজানুর রহমান মজনু নামে এক মাদক ব্যবসায়ীকে যাবজ্জীবন কারাদণ্ড দিয়েছে আদালত। এছাড়া  ১০ হাজার টাকা,"১৬২৯ ঘণ্টা, অক্টোবর ২১, ২০২১"
গাংনিতে পাঁচ বছরের শিশু ধর্ষিত,https://banglanews24.com/national/news/bd/886502.details,মেহেরপুর: মেহেরপুরের গাংনী উপজেলার সাহারবাটি গ্রামে পাঁচ বছেরের শিশুকে যৌন নির্যাতনের অভিযোগ উঠেছে। অভিযুক্ত লাল্টু হোসেন ওই,"২১৫৪ ঘণ্টা, অক্টোবর ১৭, ২০২১"
ইউনিয়ন পরিষদ থেকে হাত বোমা উদ্ধার,https://banglanews24.com/national/news/bd/886456.details,"মেহেরপুর: গাংনী উপজেলার তেঁতুলবাড়িয়া ইউনিয়ন পরিষদের বিল্ডিংয়ের ভেতর থেকে দুটি হাতবোমা উদ্ধার করেছে গাংনী থানা পুলিশ।
রোববার","১৯৩৪ ঘণ্টা, অক্টোবর ১৭, ২০২১"
