headline,link,description,time
"দুই স্ত্রীর চাপে দিশেহারা স্বামী, অতঃপর বিষপান!",https://banglanews24.com/national/news/bd/926367.details,মেহেরপুর: দ্বিতীয় স্ত্রীকে সঙ্গে নিয়ে ঈদের কেনাকাটা করায় প্রথম স্ত্রীর সঙ্গে শুরু হয় ঝগড়া। এর জেরে আব্দুল মজিদ ওরফে সমেজ আলী (৪৫),"১৫৩৫ ঘণ্টা, এপ্রিল ২৪, ২০২২"
পরকীয়ার জেরে গৃহবধূকে হত্যার অভিযোগ,https://banglanews24.com/national/news/bd/926353.details,মেহেরপুর: মেহেরপুর সদর উপজেলার আমঝুপির একটি ভাড়া বাসা থেকে রওশানারা খাতুন (৩০) নামে এক সেনা সদস্যের স্ত্রীর মরদেহ উদ্ধার করেছে,"১৫০১ ঘণ্টা, এপ্রিল ২৪, ২০২২"
মেহেরপুরে পরোয়ানাভুক্ত ৯ আসামি গ্রেফতার,https://banglanews24.com/national/news/bd/925991.details,"মেহেরপুর: বিভিন্ন মামলায় আদালতের পরোয়ানাভুক্ত পলাতক ৯ জন আসামিকে অভিযান চালিয়ে গ্রেফতার করেছে গাংনী থানা পুলিশ।
বৃহস্পতিবার (২১","১৫২৫ ঘণ্টা, এপ্রিল ২২, ২০২২"
মেহেরপুরে বিদ্যুৎস্পৃষ্ট হয়ে রাজমিস্ত্রির মৃত্যু,https://banglanews24.com/national/news/bd/925923.details,মেহেরপুর: মেহেরপুর সদর উপজেলার চকশ্যামনগর গ্রামে বিদ্যুৎস্পৃষ্ট হয়ে আলফাজ আলী (৫৫) নামে এক রাজমিস্ত্রির মৃত্যু হয়েছে।,"০৭১৫ ঘণ্টা, এপ্রিল ২২, ২০২২"
মেহেরপুরে ট্রাকের ধাক্কায় বাইসাইকেল আরোহী নিহত,https://banglanews24.com/national/news/bd/925830.details,মেহেরপুর: মেহেরপুর সদর উপজেলার যতারপুর এলাকায় ড্রাম ট্রাকের ধাক্কায় ফরজ আলী (৬২) নামে বাইসাইকেলের এক আরোহী নিহত হয়েছেন।,"১৬২৯ ঘণ্টা, এপ্রিল ২১, ২০২২"
গাংনীতে ৬ ফার্মেসিকে জরিমানা,https://banglanews24.com/national/news/bd/925816.details,"মেহেরপুর: মেয়াদোত্তীর্ণ ওষুধ সংরক্ষণ, বিক্রিসহ বিভিন্ন অপরাধে মেহেরপুরের গাংনীর ছয় ফার্মেসিকে জরিমানা করেছেন ভ্রাম্যমাণ আদালত।","১৫৪৭ ঘণ্টা, এপ্রিল ২১, ২০২২"
কলেজের পুকুরে ভাসছিল নারী শ্রমিকের মরদেহ,https://banglanews24.com/national/news/bd/925327.details,মেহেরপুর: মেহেরপুর সরকারী কলেজের পুকুর থেকে মুসলিমা খাতুন (৩৮) নামের তামাক কোম্পানির এক নারী শ্রমিকের গলিত মরদেহ উদ্ধার করেছে,"১১০৭ ঘণ্টা, এপ্রিল ১৯, ২০২২"
"আ.লীগ নেতাকর্মীদের লক্ষ্য করে গুলি, যুবলীগ নেতা আটক",https://banglanews24.com/politics/news/bd/925292.details,মেহেরপুর: আওয়ামী লীগের নেতাকর্মীদের লক্ষ্য করে দুই রাউন্ড গুলি ছোড়ার অভিযোগে মেহেরপুরের গাংনী উপজেলা যুবলীগের সভাপতি মোশাররফ,"২৩৪৬ ঘণ্টা, এপ্রিল ১৮, ২০২২"
জুন মাসের আগেই মুজিবনগর উন্নয়নের কাজ শুরু হবে,https://banglanews24.com/national/news/bd/925027.details,"মেহেরপুর: মুক্তিযুদ্ধ বিষয়কমন্ত্রী আ ক ম মোজাম্মেল হক বলেছেন, আগামী দুই মাসের মধ্যে বিশেষ করে জুন মাসের আগেই মুজিবনগর উন্নয়নের কাজ","১৯৩১ ঘণ্টা, এপ্রিল ১৭, ২০২২"
বঙ্গবন্ধু সারাজীবন মুক্তির পক্ষে সংগ্রাম করেছেন,https://banglanews24.com/national/news/bd/925018.details,"মেহেরপুর: আওয়ামী লীগের যুগ্ম সাধারণ সম্পাদক আ ফ ম বাহাউদ্দীন নাসিম বলেছেন, জাতির জনকের কাঙ্ক্ষিত স্বপ্ন একটি স্বাধীন রাষ্ট্র তার","১৮০৪ ঘণ্টা, এপ্রিল ১৭, ২০২২"
"বাংলাদেশের অর্থনীতি অনেক শক্তিশালী, শ্রীলংকার মতো হবে না",https://banglanews24.com/national/news/bd/924983.details,"মেহেরপুর: বাংলাদেশের অর্থনীতি, প্রবৃদ্ধি, সমৃদ্ধি অনেক শক্তিশালী, এদেশের শ্রীলংকার মতো দেওলিয়া হওয়ার কোনো সুযোগ নেই বলে মন্তব্য","১৬১৪ ঘণ্টা, এপ্রিল ১৭, ২০২২"
জাতীয় পতাকা উত্তোলনের মধ্য দিয়ে মুজিবনগর দিবসের কর্মসূচি শুরু,https://banglanews24.com/national/news/bd/924906.details,"মেহেরপুর: জাতীয় পতাকা উত্তোলন, মুজিবনগর স্মৃতিসৌধে পুষ্পমাল্য অর্পণ ও গার্ড অব অনার প্রদান এবং কুচকাওয়াজের মধ্য দিয়ে  মুজিবনগর","১১১২ ঘণ্টা, এপ্রিল ১৭, ২০২২"
