,Commenter_Name,DateTime,Comment
1091,Sweet Sweet,ID: 100066660528982,শেখ হাসিনা সরকার বার বার দরকার
1092,Anowar Hossain,ID: 100007625648286,ফাইজলামি করার একটা সীমা থাকা দরকার
1093,Md Jakir Hossain,ID: 100042390944029,তর্কের ক্ষেত্রে ধরে নিলাম যে চট্টগ্রাম বি এন পির সমাবেশে মানুষ হয়নি কিন্তু আপনার এত চুলকানি কেন মানুষ কম হচ্ছে না বেশি হচ্চে এটা জনগণ দেখেছে সেটা নিয়ে ব্রিফিং না করে বিদ ্যুৎ সংকট সমাধান কিভাবে হবে সেইটা জনগনকে বলেন চাল ডাল তেল গেস নিত ্য পন ্যের জিনিস মানুষের ক্রয় ক্ষমতার বাইরে চলে গেছে সেটা নিয়ে ব্রিফিং করেন
1094,Reza Reza,ID: 100004446107359,তাহলে মানুষ হাসবে কিভাবে
1095,Hares Ahmmed,ID: 100014723203638,বিনপির মটিং মানুষ হয় নাই তাই আপনার এত ছুল কানি কেন মিথ ্য বলতে বলতে দিনে ও এখন ছোখে দেখে না বাকি মিটিং দেখার আগে পাবনা ভর্তিকরার দরকার
1096,Md Jahangier,ID: 100028283520450,মোনাফিক
1097,Khasru Faysal,ID: 100062391491629,খুব কষ্টে হাসতেছে কি আর করার হাসাও মাহমুদ
1098,Md Abdur Razzak,ID: 100063722954322,এ চোরের বাচছা চোর
1099,Md. Jahurul Islam Mony,ID: 100008328365767,দিলদার মরলো টেলি সামাদ মরলো আনিছ মরলো এরশাদ মরলো যার ফলে বিনোদন জগতে একটা অভাব দেখা দিয়েছিলো যাদের ঘাটতি আমরা এখন পূরন করতে পারছি ওনার কল্যানে
1100,Md. Biplob H,ID: 100009468102678,তুই কি গেছিলি রে ছাগলের বাচ্চা ছাগল
1101,Hasan Mahmudul,ID: 100010823980307,ছাগল
1102,মামুন চোধুরী চট্রগ্রম ছাত,ID: 100028433476132,দুর হালার ফুত
1103,Nahar Sarkar,ID: 100041874045737,জন সমাবেশে জনগণ দেখে মাথা খারাপ হয়ে গেছে চোখে সরিষা ফুল দেখতেছে তাই নিজেদের মনেরে বুঝানো জন্য উল্টা পাল্ট কথা বলতেছে
1104,منصور الاركاني,ID: 100079151418792,
1105,Baten Bhai,ID: 100010640584306,ছাগল মন্ত্রী
1106,MD Khokon,ID: 100027285913159,পাগল
1107,Ih Haniya,ID: 100018336639308,মূর্খ লম্পট
1108,Shapon Mizi,ID: 100004723483109,সময় যখন আসবে তখন তোমাকে চিড়িয়াখানায় রাখার ব্যবস্থা করা হবে
1109,মোঃআকাশ ভুইয়া,ID: 100073989697210,মামা বাসায় গিয়ে চান্দিতে তেল দেন
1110,আমি এক প্ররদেশি,ID: 100011366612291,তর বাপ কাউয়া কাদের কি বলছে তা শুনে দেখ
1111,Saif Sojeb,ID: 100003964411156,খানকির পোলা
1112,দাওয়াতী-কাজ,ID: 100083309202506,হাসাও মাহমুদ
1113,Sadik Md Mamun,ID: 100002971520581,আপনাদের বাপ কাউয়া গতকাল বলেছেন ১ লক্ষ লোক হয়েছে
1114,Luthfur Rahman,ID: 100029022047321,ছাগলের কথা এঠি একটি অমানুষ যিবনে অনেক কমিনা দেখেচি কিন্ত এরকম র্নিলজ্জঅ কমিনা দেখিনাই
1115,Sujon Shek,ID: 100009777125094,মাথার চুল উড়ে যাবে
1116,Yousuf Khan,ID: 100028214955780,তোদের শুধু জুতা দিয়ে বাইরালে মানুষ হয়বিবতার আগে নয়
1117,Kased Ali,ID: 100009339396697,জনাব কেউই আপনাদের ছোট করেনা বরং আপনারাই আপনাদের ছোট করেন এবং হাস্যরসিক হিসেবে উপস্থাপন করেন
1118,Gias Uddin,ID: 100015489969948,
1119,Noor Nabi,ID: 100004950483343,ষার এইবার ডবল প্রমোশন ইনশাআল্লাহ
1120,Salekul Islam Chowdhury,ID: 100006515372249,মাননীয় মন্ত্রী মহোদয় বি এন পি র সমাবেশ যে ফ্লপ হয়নি তা আপনি এবং আপনার দলের আলোচনা সমালোচনা দেখেই বোঝা যায় কারণ ফ্লপ হলে এত আলোচনা সমালোচনা করতেন না ধন্যবাদ ভালো থাকবেন
1121,Salekul Islam Chowdhury,ID: 100006515372249,আপনার মত সম্ভ্রান্ত পরিবারের সদস্যের মুখে এই কথা বেমানান ধন্যবাদ ভালো থাকবেন
1122,MD Liyakot Ali,ID: 100061808829841,সব মানুষিক রোগী এখন কতোকিছু বলবে
1123,মো রিপন হোসেন,ID: 100012021180654,
1124,Khorshed Alam,ID: 100067984253500,এর মতো মিথ্যা বাদী কে কি করা উচিত আমার জানা নেই তবে এদের মতো নেতাদের দোজখে ও জায়গা হবে না এরা হলো চরম মিথ্যা বাদী চরম বেয়াদব
1125,Lipu Ahmed,ID: 100003406877514,এটা পাগলের প্রলাফ
1126,Abdul Malek,ID: 100000926136930,
1127,Ahmed Reza,ID: 100009737356821,তথ্য মন্ত্রীর কাজই হচ্ছে মিথ্যা তথ্য দিয়ে মানুষের মধ্যে নিজেকে বিনোদন জগতের হাসির পাত্রে পরিণত হওয়া
1128,Nerob Steel Devison,ID: 100006141945488,পাগল তোর কথা সুনে আমার মাতা দুইটা গরম হয়ে গেছে ছাগল তিন নাম্বার বাচ্চা
1129,Sk Md Abu Hasib,ID: 100069723005855,মিথ্যা আর কতকাল থোবোড় বাজি আর কতদিন
1130,Monir Hossain,ID: 100007944048543,এরা কিসের অপিস করবে বি এন পির টেনসনে ওগো মাথা খারাপ
1131,Monir Hossain,ID: 100007944048543,তোমরা কার বালপালাও
1132,Md Jamal Kha,ID: 100085478258971,
1133,MD Momin Hossain,ID: 100013341557068,কাকু মনে রাখতে হবে বয়স প্রায় ৪৫
